stamp,measured_d,measured_theta,true_d,true_theta,err_d,err_theta,color
9.464,1.332835209584698,0.002356410155998351,1.4996511047808765,0.00028224572327645016,-0.16681589519617845,0.002074164432721901,cyan
9.5,1.3328321012539706,-0.0009425655278507174,1.499652455562182,0.0002835163356642319,-0.1668203543082114,-0.0012260818635149492,cyan
9.532,1.3328321012539706,-0.0009425655278507174,1.4996506909424554,0.0002842575249250491,-0.16681858968848484,-0.0012268230527757665,cyan
9.566,1.3328338774438453,0.0018851293808978522,1.49964606175784,0.00028447567669159947,-0.1668121843139947,0.0016006537042062528,cyan
9.598,1.3328338774438453,0.0018851293808978522,1.4996373498720477,0.0002842157681292328,-0.16680347242820237,0.0016009136127686195,cyan
9.632,1.3532343959761493,0.0018851293808978522,1.499630088342102,0.0002837734000396147,-0.14639569236595285,0.0016013559808582376,cyan
9.666,1.3328368377550435,0.002827689884355678,1.4996186347184277,0.0002827697222015695,-0.16678179696338424,0.0025449201621541087,cyan
9.698,1.3328368377550435,0.002827689884355678,1.4996066489072124,0.0002811765659557578,-0.16676981115216893,0.0025465133183999204,cyan
9.732,1.3261962174078907,-0.006597864908204109,1.499592619096025,0.0002790413313287391,-0.1733964016881342,-0.006876906239532849,cyan
9.764,1.3328565236572683,0.006126601089770536,1.499588006764487,0.0002784965486436815,-0.16673148310721864,0.005848104541126855,cyan
9.798,1.3261962174078907,-0.006597864908204109,1.4995771498730597,0.0002776247400672801,-0.17338093246516895,-0.006875489648271389,cyan
9.832,1.3261679407477007,-0.0009425655278507174,1.499573252449777,0.00027782091574870817,-0.17340531170207618,-0.0012203864435994256,cyan
9.864,1.3263913393836666,0.018377963906920827,1.4995715442095243,0.00027892679549661187,-0.17318020482585772,0.018099037111424215,cyan
9.898,1.3261710335367745,0.002356410155998351,1.4995724602738003,0.00028028540389729703,-0.17340142673702585,0.002076124752101054,cyan
9.932,1.3261686771267058,-0.0014138477683994684,1.499576562080499,0.00028258198837916953,-0.17340788495379322,-0.001696429756778638,cyan
9.964,1.332835209584698,0.002356410155998351,1.4995811699786048,0.00028446607609306407,-0.16674596039390677,0.0020719440799052873,cyan
10.0,1.3261686771267058,-0.0014138477683994684,1.4995906666742296,0.0002876560821551619,-0.17342198954752375,-0.0017015038505546302,cyan
10.032,1.3328605200079302,0.006597864908204109,1.4996008954847266,0.0002913367643150538,-0.16674037547679643,0.006306528143889056,cyan
10.064,1.3261962174078907,-0.006597864908204109,1.4996103482470984,0.00029570439336117186,-0.17341413083920765,-0.006893569301565281,cyan
10.098,1.3328387619537962,0.003298968356627336,1.4996173976438627,0.0002985814808948412,-0.16677863569006646,0.0030003868757324946,cyan
10.132,1.332835209584698,0.002356410155998351,1.499622475259932,0.0003008575039490814,-0.16678726567523405,0.0020555526520492696,cyan
10.164,1.332835209584698,0.002356410155998351,1.4996244842663844,0.00030226485175321625,-0.16678927468168636,0.002054145304245135,cyan
10.198,1.3328387619537962,0.003298968356627336,1.4996243215801286,0.0003033507805587054,-0.16678555962633235,0.0029956175760686306,cyan
10.232,1.3328368377550435,0.002827689884355678,1.4996222385693603,0.0003038556683093022,-0.1667854008143168,0.002523834216046376,cyan
10.264,1.3328338774438453,0.0018851293808978522,1.4996166487174196,0.0003040254806304469,-0.16678277127357433,0.0015811039002674053,cyan
10.298,1.332835209584698,0.002356410155998351,1.499609305341601,0.0003037056503323067,-0.16677409575690305,0.0020527045056660444,cyan
10.332,1.332835209584698,0.002356410155998351,1.4995994433378919,0.0003029502955471175,-0.16676423375319382,0.002053459860451234,cyan
10.364,1.332835209584698,0.002356410155998351,1.4995869220787372,0.0003016470411941892,-0.1667517124940392,0.002054763114804162,cyan
10.398,1.3328565236572683,0.006126601089770536,1.4995753079653644,0.0003000083972127526,-0.16671878430809617,0.005826592692557784,cyan
10.432,1.3261710335367745,0.002356410155998351,1.4995674904620595,0.0002985396038347308,-0.17339645692528505,0.0020578705521636202,cyan
10.464,1.3328605200079302,0.006597864908204109,1.4995556834477886,0.00029704395937961995,-0.16669516343985835,0.006300820948824489,cyan
10.498,1.3261726535662681,0.002827689884355678,1.4995480024265533,0.0002964573296621849,-0.17337534886028516,0.002531232554693493,cyan
10.532,1.3261745681440271,0.003298968356627336,1.4995437848315918,0.0002965377143099205,-0.17336921668756466,0.0030024306423174153,cyan
10.566,1.3328565236572683,0.006126601089770536,1.499541681162791,0.00029755968695728807,-0.16668515750552282,0.005829041402813248,cyan
10.598,1.3463651858442904,0.0018851293808978522,1.4995428716176464,0.0002993657066780341,-0.153177685773356,0.0015857636742198182,cyan
10.632,1.3328387619537962,0.003298968356627336,1.4995469983921939,0.00030159426244614904,-0.1667082364383976,0.002997374094181187,cyan
10.664,1.332835209584698,0.002356410155998351,1.4995545797096954,0.0003044992509596287,-0.16671937012499738,0.0020519109050387225,cyan
10.7,1.3261745681440271,0.003298968356627336,1.499564968341146,0.00030785182720531455,-0.17339040019711893,0.0029911165294220212,cyan
10.732,1.3328605200079302,0.006597864908204109,1.499571353879091,0.0003101229084046079,-0.1667108338711607,0.006287741999799501,cyan
10.764,1.3261851719092614,-0.005184065498136234,1.4995792609473468,0.0003137901792332458,-0.1733940890380854,-0.00549785567736948,cyan
10.798,1.3328368377550435,0.002827689884355678,1.4995868773897276,0.00031683282188383136,-0.16675003963468416,0.0025108570624718467,cyan
10.834,1.332835209584698,0.002356410155998351,1.4995934487490077,0.00031966954984649035,-0.16675823916430965,0.002036740606151861,cyan
10.864,1.332835209584698,0.002356410155998351,1.4995955247044066,0.00032105196578094815,-0.16676031511970857,0.002035358190217403,cyan
10.9,1.3328321012539706,-0.0009425655278507174,1.4995944351697186,0.0003222184348461081,-0.16676233391574802,-0.0012647839626968255,cyan
10.932,1.3328321012539706,-0.0009425655278507174,1.4995914864426976,0.0003224911256481379,-0.16675938518872702,-0.0012650566534988554,cyan
10.964,1.3328338774438453,0.0018851293808978522,1.499585260072208,0.00032246315966705393,-0.16675138262836264,0.0015626662212307983,cyan
10.998,1.3261820791531593,-0.004712794143556895,1.4995766706808773,0.0003220434604082906,-0.17339459152771797,-0.0050348376039651855,cyan
11.032,1.3328387619537962,0.003298968356627336,1.499615306536528,0.0003215670290196268,-0.16677654458273183,0.0029774013276077094,cyan
11.066,1.3261962174078907,-0.006597864908204109,1.4999968963102726,0.0003208346877342125,-0.17380067890238182,-0.006918699595938322,cyan
11.098,1.332835209584698,0.002356410155998351,1.5026004036673501,0.00031332279819286444,-0.16976519408265212,0.0020430873578054865,cyan
11.132,1.3328328413333725,-0.0014138477683994684,1.5044373752937068,0.00030841802085068064,-0.17160453396033426,-0.001722265789250149,cyan
11.164,1.3395683369356244,0.002827689884355678,1.5074819477712336,0.00030361668801255864,-0.16791361083560918,0.0025240731963431197,cyan
11.198,1.3395643203300058,-0.0014138477683994684,1.5122980969911262,0.00030179714373841204,-0.17273377666112033,-0.0017156449121378805,cyan
11.232,1.339766623269917,0.017435700375512925,1.5186739240252283,0.00030586446804784954,-0.17890730075531125,0.017129835907465075,cyan
11.264,1.3532325925996946,-0.0009425655278507174,1.526834679246546,0.0003118167211728226,-0.17360208664685128,-0.00125438224902354,cyan
11.298,1.3601770805807878,0.002827689884355678,1.5336942172845764,0.00031440014298016894,-0.17351713670378865,0.0025132897413755093,cyan
11.332,1.3814281599341403,0.002356410155998351,1.5425467801930055,0.0003140213055102612,-0.16111862025886525,0.00204238885048809,cyan
11.366,1.3959695089860784,0.002356410155998351,1.5544249312484282,0.00031016328547067115,-0.15845542226234977,0.00204624687052768,cyan
11.398,1.3886624644672965,0.002827689884355678,1.5647831840426225,0.00030682539115833683,-0.17612071957532605,0.0025208644931973413,cyan
11.432,1.4033741367251722,0.005655334549978796,1.573827127174931,0.00030503255319611376,-0.1704529904497587,0.005350301996782682,cyan
11.464,1.425990358641693,0.002356410155998351,1.5883209839968848,0.00030503099305087924,-0.16233062535519172,0.002051379162947472,cyan
11.498,1.4259889333942217,0.0018851293808978522,1.6068048900180725,0.0002721126643574589,-0.18081595662385075,0.0016130167165403933,cyan
11.534,1.4493690202910035,0.002827689884355678,1.6231067763218658,0.00025723539020466895,-0.1737377560308624,0.002570454494151009,cyan
11.564,1.4653823574991984,0.002356410155998351,1.6427523623774243,0.0002921744547270195,-0.17737000487822585,0.0020642357012713316,cyan
11.598,1.4817553447338265,0.002356410155998351,1.6603831099683484,0.0003415221316204698,-0.17862776523452184,0.0020148880243778815,cyan
11.632,1.4984983429794063,0.002356410155998351,1.6839229903438955,0.00040175100742670443,-0.18542464736448916,0.001954659148571647,cyan
11.664,1.5156482754731222,0.006126601089770536,1.6987238051531888,0.0004017318728697112,-0.18307552968006657,0.005724869216900825,cyan
11.698,1.5510744761715858,-0.0014138477683994684,1.7247745977707145,0.00033355529385156887,-0.17370012159912873,-0.0017474030622510372,cyan
11.732,1.5882271952773965,0.0018851293808978522,1.7439231956702452,0.0002760760689309859,-0.1556960003928487,0.0016090533119668664,cyan
11.764,1.578821325831464,-0.008011637942394475,1.76825537417025,0.00023824201528026674,-0.18943404833878597,-0.008249879957674741,cyan
11.798,1.6172817482155788,0.002356410155998351,1.7847243826906498,0.00023744420922990864,-0.16744263447507102,0.0021189659467684427,cyan
11.834,1.6474194454239357,0.002827689884355678,1.8156701362577115,0.0002637551270041566,-0.16825069083377575,0.0025639347573515213,cyan
11.864,1.6681396648261315,0.002356410155998351,1.839991590120294,0.0002859444858762712,-0.17185192529416238,0.00207046567012208,cyan
11.898,1.7111867200730657,0.0018851293808978522,1.8771441727497744,0.000301509658668428,-0.1659574526767087,0.0015836197222294244,cyan
11.932,1.7336369918026093,-0.009896617859056728,1.8966084478960723,0.00029695510810400937,-0.16297145609346297,-0.010193572967160738,cyan
11.964,1.7565200709486994,0.002827689884355678,1.9249950314282398,0.00028113013404741356,-0.16847496047954036,0.0025465597503082646,cyan
12.0,1.7800953470292276,0.002356410155998351,1.9605135215797507,0.00025823700491330845,-0.1804181745505231,0.0020981731510850425,cyan
12.032,1.829201425567965,0.002356410155998351,1.9889294343156936,0.0002471010118742863,-0.15972800874772863,0.002109309144124065,cyan
12.064,1.8547828084708058,0.0018851293808978522,2.0137958176488273,0.0002454212765233818,-0.15901300917802152,0.0016397081043744706,cyan
12.098,1.8678819963491418,0.006597864908204109,2.0475466576949097,0.00025238033562603637,-0.17966466134576797,0.006345484572578073,cyan
12.132,1.9081578533188865,0.0018851293808978522,2.079515570817957,0.0002579474924550391,-0.17135771749907058,0.0016271818884428131,cyan
12.164,1.9502495706715088,0.0018851293808978522,2.1150443148155436,0.00025295303514567916,-0.16479474414403472,0.0016321763457521731,cyan
12.198,1.9793597515474248,0.002356410155998351,2.145253454784202,0.0002721742872087647,-0.16589370323677732,0.0020842358687895865,cyan
12.232,1.9793577732188448,0.0018851293808978522,2.1772403262183566,0.00029215424074536926,-0.19788255299951185,0.0015929751401524829,cyan
12.264,2.0093766048564965,-0.005655334549978796,2.1967805491567547,0.00028739591078451787,-0.1874039443002582,-0.005942730460763313,cyan
12.298,2.040258370381078,-0.0009425655278507174,2.232300602940899,0.00025786240624459903,-0.192042232559821,-0.0012004279340953163,cyan
12.332,2.0721422399012104,0.002356410155998351,2.2500617809824552,0.0002444666764710822,-0.17791954108124486,0.002111943479527269,cyan
12.364,2.1218736536588394,0.002356410155998351,2.280255039207308,0.00023357359275716252,-0.1583813855484686,0.0021228365632411884,cyan
12.398,2.1563735090351646,0.0018851293808978522,2.3139956647900988,0.00023597058016890888,-0.1576221557549342,0.0016491588007289434,cyan
12.432,2.17405087465045,0.002356410155998351,2.351282232389438,0.00024544426058306185,-0.17723135773898768,0.0021109658954152895,cyan
12.464,2.1920598634841166,0.006597864908204109,2.385015162497799,0.00025094291310568767,-0.19295529901368225,0.006346921995098421,cyan
12.498,2.2477452678925864,0.0018851293808978522,2.416971175402409,0.00024824369463838716,-0.16922590750982236,0.001636885686259465,cyan
12.532,2.286739441792444,-0.014608730678736517,2.44182532185724,0.00024068465224671667,-0.1550858800647963,-0.014849415330983233,cyan
12.564,2.3063790273873055,0.0009425655278507174,2.4720053407266,0.00022884945057495996,-0.16562631333929456,0.0007137160772757574,cyan
12.598,2.326618690467137,0.002827689884355678,2.4986356704193597,0.0002201155110276806,-0.17201697995222265,0.0026075743733279975,cyan
12.632,2.4112200609759538,0.002356410155998351,2.5288187701735616,0.0002149248362574275,-0.11759870919760784,0.0021414853197409237,cyan
12.664,2.3894931119400105,0.0014138477683994684,2.557228768150862,0.00021462394798716207,-0.1677356562108514,0.0011992238204123064,cyan
12.698,2.4112157765940108,0.0014138477683994684,2.5891934633260867,0.00021728061678657186,-0.17797768673207592,0.0011965671516128964,cyan
12.732,2.455867920605011,0.0014138477683994684,2.6158334819119844,0.0002194402975234252,-0.15996556130697348,0.0011944074708760432,cyan
12.766,2.5503289106476434,0.002356410155998351,2.6495812955723848,0.00021983962823020797,-0.09925238492474131,0.0021365705277681434,cyan
12.798,2.575086811760439,0.0018851293808978522,2.6744506982871195,0.00021850897098193972,-0.09936388652668038,0.0016666204099159126,cyan
12.832,2.526037539155478,0.0018851293808978522,2.7082040779117595,0.00021584393337387609,-0.18216653875628142,0.0016692854475239762,cyan
12.864,2.6260812545282666,0.002356410155998351,2.729522692792535,0.00021474536971244522,-0.10344143826426855,0.002141664786285906,cyan
12.898,2.6003385364044473,0.002827689884355678,2.7579471451569297,0.00021522435241915787,-0.1576086087524824,0.00261246553193652,cyan
12.932,2.6791334010843935,0.002356410155998351,2.7952534450213173,0.0002175705657705073,-0.11612004393692388,0.002138839590227844,cyan
12.964,2.6523373542534117,0.0014138477683994684,2.8290042868305996,0.0002196091168414728,-0.1766669325771879,0.0011942386515579955,cyan
12.998,2.7628563198682805,0.002356410155998351,2.8538711859914203,0.00022017201188897866,-0.0910148661231398,0.0021362381441093724,cyan
13.032,2.791939017972157,0.002356410155998351,2.8787362135490375,0.00021971917017156393,-0.0867971955768807,0.002136690985826787,cyan
13.064,2.8216404968867543,0.002356410155998351,2.9124783988694065,0.0002175032521009481,-0.09083790198265218,0.002138906903897403,cyan
13.098,2.7628596949297255,0.002827689884355678,2.9408901143662876,0.00021478121976529685,-0.17803041943656206,0.002612908664590381,cyan
13.134,2.851980717283386,0.002356410155998351,2.969299581958737,0.00021190183648945565,-0.11731886467535091,0.0021445083195088953,cyan
13.164,2.82171288029906,-0.007540383543804179,2.9959316717616042,0.00020945345048881147,-0.17421879146254415,-0.00774983699429299,cyan
13.198,2.9470503412583735,0.002827689884355678,3.0243378130205163,0.0002070154073088948,-0.07728747176214279,0.002620674477046783,cyan
13.232,2.980163266441052,0.002827689884355678,3.052743091897739,0.0002045944042438086,-0.07257982545668717,0.0026230954801118693,cyan
13.264,2.9146616121687354,0.002356410155998351,3.084699289417729,0.00020130495255125345,-0.17003767724899355,0.0021551052034470978,cyan
13.298,2.9471331415520665,0.008011637942394475,3.116656027648229,0.00019811208037079828,-0.1695228860961624,0.007813525862023676,cyan
13.332,3.0487269365698633,0.006597864908204109,3.152166229811845,0.00019482315544431237,-0.10343929324198164,0.006403041752759797,cyan
13.364,3.084122450154112,0.002827689884355678,3.182352795668204,0.00019264631978450675,-0.09823034551409204,0.002635043564571171,cyan
13.4,3.1203993130744143,0.0018851293808978522,3.210766641567728,0.00019144536839142662,-0.09036732849331353,0.0016936840125064256,cyan
13.432,3.048669042613275,0.002356410155998351,3.2427356592319834,0.00019112183340747838,-0.1940666166187084,0.002165288322590873,cyan
13.464,3.1575469239443477,0.0018851293808978522,3.265826756660089,0.00019140912099711277,-0.10827983271574126,0.0016937202599007395,cyan
13.498,3.2345577490895265,0.0014138477683994684,3.2942489430168584,0.00019226729012517484,-0.05969119392733191,0.0012215804782742935,cyan
13.532,3.157667898050142,-0.008954135854781178,3.319119580177612,0.00019321082827451183,-0.16145168212747008,-0.00914734668305569,cyan
13.564,3.1955871737992907,0.0014138477683994684,3.361756175047316,0.0001952339584057832,-0.16616900124802525,0.001218613809993685,cyan
13.598,3.3154242701415653,0.0018851293808978522,3.3884035055401824,0.00019682397646523467,-0.07297923539861717,0.0016883054044326176,cyan
13.632,3.3154242701415653,0.0018851293808978522,3.4168266990345404,0.00019803484475511873,-0.10140242889297513,0.0016870945361427336,cyan
13.664,3.3573950216120876,0.002356410155998351,3.4488008476927057,0.0001986388008862599,-0.09140582608061809,0.0021577713551120914,cyan
13.7,3.4004385475301913,0.002356410155998351,3.4789958345209406,0.0001985730749543196,-0.07855728699074938,0.0021578370810440314,cyan
13.732,3.444596644302925,0.0018851293808978522,3.4985322338232376,0.00019830674646348847,-0.05393558952031263,0.0016868226344343637,cyan
13.764,3.4899202843595427,0.0018851293808978522,3.5304981823955854,0.0001974502081026092,-0.040577898036042725,0.001687679172795243,cyan
13.798,3.4899237724651964,0.002356410155998351,3.5518070147092593,0.00019657566032438428,-0.06188324224406294,0.002159834495673967,cyan
13.832,3.4899202843595427,0.0018851293808978522,3.585543354373961,0.00019474109176945617,-0.0956230700144185,0.001690388289128396,cyan
13.864,3.5364525548176697,0.0018851293808978522,3.6175014991498573,0.0001925821562471356,-0.08104894433218757,0.0016925472246507166,cyan
13.898,3.584250415043968,0.002827689884355678,3.6512332427876464,0.00018973966481113574,-0.06698282774367836,0.0026379502195445423,cyan
13.932,3.584250415043968,0.002827689884355678,3.6849645655825767,0.0001862797996044338,-0.10071415053860866,0.0026414100847512445,cyan
13.964,3.584325644079364,0.0070691257959794186,3.7115948007842223,0.0001836627962602997,-0.1272691567048585,0.006885462999719118,cyan
13.998,3.6333452973610263,0.002356410155998351,3.738226018771585,0.00018139088127433912,-0.10488072141055849,0.002175019274724012,cyan
14.032,3.6838084264910402,0.002356410155998351,3.771961376848377,0.000179231993697986,-0.08815295035733683,0.002177178162300365,cyan
14.064,3.683804744601739,0.0018851293808978522,3.8003727834668046,0.00017812457890655962,-0.11656803886506584,0.0017070048019912926,cyan
14.098,3.7890563087332176,0.0018851293808978522,3.8358910978332883,0.00017770657166289982,-0.04683478910007066,0.0017074228092349524,cyan
14.132,3.7890563087332176,0.0018851293808978522,3.8607565879871375,0.00017795283188787306,-0.07170027925391986,0.001707176549009979,cyan
14.166,3.8439701682800758,0.0018851293808978522,3.8838480343896293,0.00017846866755910734,-0.03987786610955357,0.0017066607133387449,cyan
14.198,3.8439701682800758,0.0018851293808978522,3.921152684093342,0.00017986472819430356,-0.0771825158132664,0.0017052646527035487,cyan
14.232,3.900496109196194,0.0014138477683994684,3.9531296997693506,0.00018148418133238326,-0.05263359057315675,0.001232363587067085,cyan
14.264,3.900503039814043,0.002356410155998351,3.9797773506443477,0.0001831418963369199,-0.0792743108303049,0.002173268259661431,cyan
14.298,3.9587155464376895,0.0018851293808978522,4.009977355039881,0.0001853272144703349,-0.05126180860219165,0.0016998021664275174,cyan
14.332,4.018696085020079,0.0018851293808978522,4.040176495800373,0.00018683051707270442,-0.021480410780293724,0.001698298863825148,cyan
14.364,3.9587195030948497,0.002356410155998351,4.065044965397097,0.00018754928380380908,-0.10632546230224715,0.002168860872194542,cyan
14.398,4.01870010162659,0.002356410155998351,4.100568087469676,0.00018785198132731417,-0.08186798584308619,0.002168558174671037,cyan
14.432,4.080531241742364,0.002827689884355678,4.120104047404269,0.00018775217073201505,-0.0395728056619058,0.002639937713623663,cyan
14.464,4.080522178635773,0.0018851293808978522,4.143190403712556,0.00018735230245422055,-0.06266822507678338,0.0016977770784436317,cyan
14.498,4.080522178635773,0.0018851293808978522,4.182255702421027,0.00018598523935803006,-0.10173352378525369,0.0016991441415398223,cyan
14.534,4.144289542394588,0.002827689884355678,4.214215150785087,0.00018429145923411515,-0.06992560839049933,0.002643398425121563,cyan
14.564,4.144289542394588,0.002827689884355678,4.239070852097887,0.00018268942841105125,-0.09478130970329968,0.002645000455944627,cyan
14.598,4.21006256525913,0.0018851293808978522,4.267476341764398,0.0001804738233030257,-0.057413776505268466,0.0017046555575948264,cyan
14.632,4.210066773132618,0.002356410155998351,4.301207271506733,0.00017746565250400777,-0.09114049837411553,0.0021789445034943434,cyan
14.664,4.277966800182665,0.0018851293808978522,4.326062184214495,0.00017502424386347206,-0.04809538403182945,0.0017101051370343801,cyan
14.698,4.348094023366248,0.0014138477683994684,4.365121484371032,0.00017227763800068085,-0.01702746100478425,0.0012415701303987875,cyan
14.732,4.348094023366248,0.0014138477683994684,4.388203625333091,0.00017114138598756817,-0.04010960196684277,0.0012427063824119002,cyan
14.764,4.420570111789249,0.002356410155998351,4.41483912366612,0.00017015343408521413,0.005730988123128888,0.002186256721913137,cyan
14.798,4.420570111789249,0.002356410155998351,4.448581049399533,0.00016976596628123628,-0.028010937610284614,0.002186644189717115,cyan
14.832,4.348113338177138,-0.003298968356627336,4.469893796136323,0.0001699630623661135,-0.12178045795918457,-0.0034689314189934495,cyan
14.866,4.495495028938219,0.002356410155998351,4.510747914699771,0.000171206755765165,-0.01525288576155237,0.002185203400233186,cyan
14.898,4.49550701065772,0.003298968356627336,4.5427239926972875,0.0001727390527706929,-0.04721698203956759,0.003126229303856643,cyan
14.932,4.4955005205636205,0.002827689884355678,4.574701522568954,0.00017463529161707275,-0.07920100200533309,0.0026530545927386053,cyan
14.964,4.4205818938134245,-0.003298968356627336,4.5977961806448775,0.00017666874438844785,-0.17721428683145302,-0.0034756371010157836,cyan
14.998,4.572998993298711,0.0018851293808978522,4.624443775350647,0.00017891147830378858,-0.051444782051936144,0.0017062179025940636,cyan
15.032,4.5730035639199125,0.002356410155998351,4.658195933751336,0.0001810377787987624,-0.08519236983142342,0.002175372377199589,cyan
15.066,4.653227045812724,0.0018851293808978522,4.686616713449898,0.0001819153391491017,-0.03338966763717455,0.0017032140417487505,cyan
15.098,4.653231696620262,0.002356410155998351,4.709706726850628,0.00018212054034164168,-0.056475030230366485,0.0021742896156567095,cyan
15.132,4.736320385916522,0.0018851293808978522,4.7381228904556245,0.00018197418094676642,-0.0018025045391025785,0.0017031551999510859,cyan
15.164,4.736320385916522,0.0018851293808978522,4.770087939775199,0.00018138798495697338,-0.033767553858677246,0.001703741395940879,cyan
15.198,4.736325119774195,0.002356410155998351,4.803825473729353,0.0001802839031579955,-0.06750035395515841,0.002176126252840356,cyan
